row,column,Similarity_Measure,row_id,row_q,row_topic,row_status,col_id,col_q,col_topic,col_status
545,166,1,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
640,166,1,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
759,166,1,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
840,166,1,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
916,166,1,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
993,166,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
1285,166,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
1392,166,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
1488,166,1,P039800,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-23-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
1578,166,1,P039801,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-24-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
1668,166,1,P039803,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-26-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
2084,166,1,P039793,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-06-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
2615,166,1,P039786,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-01-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
2971,166,1,P039789,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-04-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
3083,166,1,P039794,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-07-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
3325,166,1,P039798,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-09-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
3473,166,1,P039795,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-08-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
3638,166,1,P039799,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-10-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
3973,166,1,P039792,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-05-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
4255,166,1,P039787,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-02-00,final,P039808,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-27-00,final
1804,208,1,P008736,Which part of ovary in mammals acts as an endocrine gland after ovulation? Graafian follicle Stroma Germinal epithelium Vitelline membrane,BIO-11-CBS-22-00,final,P007797,Which part of ovary in mammals acts as an endocrine gland after ovulation? Graafian follicle Stroma Germinal epithelium Vitelline membrane,BIO-12-CBS-25-00,final
396,308,1,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
545,308,1,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
640,308,1,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
759,308,1,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
840,308,1,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
916,308,1,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
993,308,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
1285,308,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
1392,308,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
1488,308,1,P039800,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-23-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
1578,308,1,P039801,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-24-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
1668,308,1,P039803,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-26-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
2084,308,1,P039793,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-06-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
2615,308,1,P039786,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-01-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
2971,308,1,P039789,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-04-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
3083,308,1,P039794,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-07-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
3325,308,1,P039798,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-09-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
3473,308,1,P039795,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-08-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
3638,308,1,P039799,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-10-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
3973,308,1,P039792,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-05-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
4255,308,1,P039787,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-02-00,final,P039802,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-25-00,final
1844,309,1,P014149,Changes in GnRH pulse frequency in females is controlled by circulating levels of progesterone only. progesterone and inhibin. estrogen and progesterone. estrogen and inhibin.,BIO-11-CBS-22-00,final,P010404,Changes in GnRH pulse frequency in females is controlled by circulating levels of progesterone only. progesterone and inhibin. estrogen and progesterone. estrogen and inhibin.,BIO-12-CBS-25-99,final
1847,311,1.0000000000000004,P014155,Select the incorrect statement. LH and FSH decrease gradually during the follicular phase. LH triggers secretion of androgens from the Leydig cells. FSH stimulates the sertoli which help in spermiogenesis. LH triggers ovulation in ovary.,BIO-11-CBS-22-00,final,P010419,Select the incorrect statement. LH and FSH decrease gradually during the follicular phase. LH triggers secretion of androgens from the Leydig cells. FSH stimulates the sertoli which help in spermiogenesis. LH triggers ovulation in ovary.,BIO-12-CBS-25-99,final
889,346,1,P020057,Which one of the following is categorized as a parasite in true sense? Human foetus developing inside the uterus draws nourishment from the mother. The female Anopheles bites and sucks blood from humans. Head louse living on the human scalp as well as laying eggs on human hair. The cuckoo (koel) lays its eggs in crow's nest.,BIO-12-CBS-35-00,final,P009793,Which one of the following is categorized as a parasite in true sense? The female Anopheles bites and sucks blood from humans. Human foetus developing inside the uterus draws nourishment from the mother. Head louse living on the human scalp as well as laying eggs on human hair. The cuckoo (koel) lays it eggs in the crow's nest.,BIO-12-CBS-30-00,final
545,396,1,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
640,396,1,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
759,396,1,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
840,396,1,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
916,396,1,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
993,396,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
1285,396,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
1392,396,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
1488,396,1,P039800,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-23-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
1578,396,1,P039801,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-24-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
1668,396,1,P039803,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-26-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
2084,396,1,P039793,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-06-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
2615,396,1,P039786,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-01-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
2971,396,1,P039789,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-04-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
3083,396,1,P039794,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-07-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
3325,396,1,P039798,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-09-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
3473,396,1,P039795,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-08-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
3638,396,1,P039799,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-10-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
3973,396,1,P039792,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-05-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
4255,396,1,P039787,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-02-00,final,P041507,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-30-00,final
640,545,1,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
759,545,1,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
840,545,1,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
916,545,1,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
