Problem Code	 Text 	 Right Ans 	 Difficulty 	 Chapter 	 Chapter Code 	 Code
P002228	<p>In \(Cu^+\), the number of shells occupied, sub-shells occupied, used orbitals and unpaired electrons respectively are (Atomic number of \(Cu=29\))	c	2	Atomic Structure 	CHM-11-JEE-02
P021130	<p>A spectral line in the spectrum of \(𝐻\) atom has a wavenumber of \(15222.22 \;𝑐𝑚^{−1}\). The transition&nbsp;<span style="">responsible for this radiation is (Rydberg constant \(𝑅 = 109677\; 𝑐𝑚^{−1}\))</span>	c	3	Atomic Structure 	CHM-11-JEE-02
P031029	<p>The energy of hydrogen atom in its ground state is \(-13.6\) \(eV\). The energy of the level corresponding to the quantum number \(n=5\) is	a	1	Atomic Structure 	CHM-11-JEE-02
P021131	<p>In a lithium ion, \(𝐿𝑖^{2+}\), an orbit has a diameter of about \(3.18\; Å\). What is the maximum number of&nbsp;<span style="">electrons that can be accommodated in this orbit?</span>	b	3	Atomic Structure 	CHM-11-JEE-02
P031030	<p>The ratio of the radii of the first three Bohr orbits is	c	2	Atomic Structure 	CHM-11-JEE-02
P031055	<p>Which of the following is true?	a	2	Atomic Structure 	CHM-11-JEE-02
P031046	<p>The ratio of kinetic energy and potential energy for an electron in Bohr orbit of a hydrogen-like species is	b	2	Atomic Structure 	CHM-11-JEE-02
P031047	<p>What transition in the hydrogen spectrum would have the same wavelength as the Balmer transition from \(4th\) orbital to \(2nd\) orbital of&nbsp;\(He^{\oplus}\) spectrum?	a	2	Atomic Structure 	CHM-11-JEE-02
P031110	<p>The wave function of an electron in an orbital is given by&nbsp;</p><p>\(\Psi=\frac{1}{81\sqrt{3\pi}}\left(\frac{1}{a_0}\right)^{3\text{/2}}\left[27-18\left(\frac{r}{a_0}\right)+2\left(\frac{r}{a_0}\right)^2\right]e^{-r\text{/}3a_0}\)</p><p>It has a node at&nbsp;\(r=r_0.\)</p><p>The value of&nbsp;\(r_o\) can be <br>(Given that \(\sqrt{108}=10.4)\)	b	3	Atomic Structure 	CHM-11-JEE-02
P031057	<p>Assertion \((A)\): Each electron in an atom has two spin quantum numbers.</p><p>Reason \((R)\): Spin quantum numbers are obtained by solving \(\text{Schr}\overset{\cdot\cdot}{\text{o}}\text{dinger}\) wave equation.	d	2	Atomic Structure 	CHM-11-JEE-02
P031115	<p>Electronic energy is a negative energy because	c	1	Atomic Structure 	CHM-11-JEE-02
P031059	<p>\(O_2\) undergoes photochemical dissociation into one normal oxygen atom and one oxygen atom&nbsp;\(2\)&nbsp;\(eV\) more energetic than normal. The dissociation of&nbsp;\(O_2\) into two normal atoms of oxygen requires&nbsp;\(498\)&nbsp;\(kJ\)&nbsp;\(\text{mol}^{-1}.\) What is the maximum wavelength effective for photochemical dissociation of&nbsp;\(O_2\)?</p><p>\((\)Assume&nbsp;\(N_A=6\times 10^{23},\:1\:eV=1.6\times 10^{-19}J,\:hc=20\times 10^{-26}Jm)\)	b	3	Atomic Structure 	CHM-11-JEE-02
P031113	<p>For an electron in an atom, the wave function&nbsp;\(\Psi\) is proportional to \(re^{-r/a_0}\), where&nbsp;\(a_0\) is the Bohr's radius. What is the ratio of the probability of finding the electron at the nucleus to the probability of finding it at&nbsp;\(a_0\)?	d	2	Atomic Structure 	CHM-11-JEE-02
P002255	<p><font face="Roboto"><span>Which of the following has the highest electron affinity?</span></font>	d	1	Periodic Properties of Elements	CHM-11-JEE-03
P002260	<p>The first ionization energy of \(Li\) is \(520 \;kJ mol^{-1}\). The amount of energy required to convert \(140 \;mg\) of \(&nbsp;Li ( at.wt.=7\; amu)\) atoms into gaseous \( Li^+ \; ions\), is	a	2	Periodic Properties of Elements	CHM-11-JEE-03
P002266	<p><font face="Roboto"><span>A sudden large jump between the values of second and third ionization energies of element would be associated with the electronic configuration&nbsp;</span></font>	a	2	Periodic Properties of Elements	CHM-11-JEE-03
P002253	<p><font face="Roboto"><span>Mendeleev’s periodic table is not exhaustive because&nbsp;</span></font>	a	1	Periodic Properties of Elements	CHM-11-JEE-03
P002257	<p><font face="Roboto"><span>Sodium can’t exhibit &nbsp;a valency of \(2\) because&nbsp;</span></font>its second ionization potential value is	d	2	Periodic Properties of Elements	CHM-11-JEE-03
P002267	<p><font face="Roboto"><span>Which of the following sequences correctly represents the decreasing acidic nature of oxides?</span></font>	c	2	Periodic Properties of Elements	CHM-11-JEE-03
P002270	<p><font face="Roboto"><span>Which of the following pairs of properties usually do not show the same increasing / decreasing behaviour on moving from left to right in a period? (Ignore singular exceptions)</span></font>	c	2	Periodic Properties of Elements	CHM-11-JEE-03
P002252	<p>If the ionization energy of &nbsp;Na is \(5.48 eV\), the ionisation energy of \(K\) will be	b	2	Periodic Properties of Elements	CHM-11-JEE-03
P002249	<p><font face="Roboto"><span>Which of the following electronic configurations in the outermost shell is characteristic of alkali metals&nbsp;</span></font>	d	1	Periodic Properties of Elements	CHM-11-JEE-03
P002246	<p><font face="Roboto"><span>Which of the following pairs contains both members belonging to the same period in the Periodic Table?</span></font>	a	1	Periodic Properties of Elements	CHM-11-JEE-03
P002269	<p>Which of the following statement is incorrect?	b	2	Periodic Properties of Elements	CHM-11-JEE-03
P034517	<p>Consider the first three periods of the modern form of periodic table. If the period number is the same as the group number for any representative element(s), then the statement which will be incorrect regarding any such element(s) in their ground state will be:	c	3	Periodic Properties of Elements	CHM-11-JEE-03
P034519	<p>The electronic configuration of four elements are:</p><ol type="I"><li>\([Kr]5s^1\)</li><li>\([Rn]5f^{14}6d^17s^2\)</li><li>\([Ar]3d^{10}4s^24p^5\)&nbsp;</li><li>\([Ar]3d^64s^2\)</li></ol><p>Consider the following statements about the above elements:</p><ol type="i"><li>I shows variable oxidation state&nbsp;</li><li>II is a&nbsp;\(d-\) block element&nbsp;</li><li>III is a \(p-\) block element &nbsp;&nbsp;</li><li>IV shows single oxidation state</li></ol><p>The correct order of True \((T)\) or False\( (F)\) for the statements is:	d	2	Periodic Properties of Elements	CHM-11-JEE-03
P034524	<p>In which of the following pairs, both the species are isoelectronic but the first one is larger in size than the second?	c	1	Periodic Properties of Elements	CHM-11-JEE-03
P034540	<p>If the orbital energies are decided primarily on the principal quantum number \(n\) followed by \(l\) (if \(n\) is same), then \(Ca(Z=20)\) would have been placed in the	c	3	Periodic Properties of Elements	CHM-11-JEE-03
P034492	<p>Which of the following is the incorrect grouping of atomic numbers according to the modern periodic table?	c	2	Periodic Properties of Elements	CHM-11-JEE-03
P034530	<p>The ionisation potential of nitrogen is more than that of oxygen because of	b	1	Periodic Properties of Elements	CHM-11-JEE-03
P034537	<p>The name of an element with atomic number \(117\) according to the IUPAC nomenclature is	d	1	Periodic Properties of Elements	CHM-11-JEE-03
P034526	<p>\(3N_0/2\) atoms of&nbsp;\(X_{(g)}\) are converted in to \(X^+_{(g)}\) by giving/supplying energy&nbsp;\(E_1. &nbsp;2N_0/3\) atoms of&nbsp;\(X_{(g)}\) are converted in to&nbsp;\(X^-_{(g)}\) by giving/supplying energy&nbsp;\(E_2\). Hence, the ratio of ionisation potential and electron gain enthalpy of&nbsp;\(X_{(g)}\) is:</p><p>\((N_0=\)Avogadro's number\()\)	b	2	Periodic Properties of Elements	CHM-11-JEE-03
P034500	<p>Consider the following conversions:&nbsp;</p><ol type="I"><li>\(O_{(g)}+e^- \rightarrow O^-_{(g)}, &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;\Delta H_1 \)&nbsp;</li><li>\(F_{(g})+e^- \rightarrow F^-_{(g)}, &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; \Delta H_2 \)&nbsp;</li><li>\(Cl_{(g)}+e^- \rightarrow Cl^-_{(g)}, &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;\Delta H_3 \)&nbsp;</li><li>\(O^-_{(g)}+e^-\rightarrow O^{2-}_{(g)}, &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; \Delta H_4 \)</li></ol><p>According to the given information, the incorrect statement is:	d	2	Periodic Properties of Elements	CHM-11-JEE-03
P038272	<p>How many&nbsp;\(\sigma \) and&nbsp;\(\pi\) bonds are there in the molecule of tetracyano ethylene \([(C\equiv N)_2C=C(C\equiv N)_2]\) ?	d	2	Chemical Bonding 	CHM-11-JEE-04
P038280	<p>Which one of the following combination is not allowed in&nbsp;\(LCAO\) method for the formation of a molecular orbital (consider&nbsp;\(Z-\) axis as the molecular axis)?	a	3	Chemical Bonding 	CHM-11-JEE-04
P002282	<font face="Roboto"><span>Which one of the following conversions involve change in both hybridization and shape?&nbsp;</span></font>	d	2	Chemical Bonding 	CHM-11-JEE-04
P002278	<font face="Roboto"><span>The state of hybridization of the central atom and the number of lone pairs over the central atom in \(POCl_3\) are</span></font>	c	2	Chemical Bonding 	CHM-11-JEE-04
P002286	<p><font face="Roboto"><span>Polarity in a molecule and hence, the dipole moment primarily depends on the electronegativity of the constituent atoms and shape of a molecule. Which of the following has the highest dipole moment?&nbsp;</span></font>	c	3	Chemical Bonding 	CHM-11-JEE-04
P038267	<p>Among&nbsp;\(LiCl, &nbsp;BeCl_2, &nbsp;BCl_3\) and&nbsp;\(CCl_4,\) the covalent bond character varies as	c	2	Chemical Bonding 	CHM-11-JEE-04
P038278	<p>Which of the following statements is/are true?	a	2	Chemical Bonding 	CHM-11-JEE-04
P038268	<p>Which of the following species has the maximum number of lone pair of electrons on the central atom?	d	2	Chemical Bonding 	CHM-11-JEE-04
P002281	The correct order in which the O-O bond length increases in the following is	a	2	Chemical Bonding 	CHM-11-JEE-04
P038270	<p>Which of the following statements is/are wrong?	b	1	Chemical Bonding 	CHM-11-JEE-04
P038273	<p style="text-align: justify;">In the reaction&nbsp;\(2PCl_5\rightleftharpoons PCl_4^++PCl_6^-\), the change in the hybridisation is from	a	3	Chemical Bonding 	CHM-11-JEE-04
P002272	<p><br></p><table class="table table-bordered"><tbody><tr><td>In the following Lewis structure of \(HNO_3\) the formal change on the O atom numbered (3) is<br></td><td><p><img src="data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJUAAABKCAYAAACyyha1AAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAA76SURBVHhe7Z0HVFRXGsf/DGUooqDSLNhTJJaFxK4xlqigUYkxyhqTHFvWGN2oSVxbNmYtUaOiwZpVo1ldUIy4lljWCkiLCoo0UbGBUoc+MDPfvnfnKpBYhnEWmPH9zpkz7/2/OwNn+HPv9+777h0zEoCEhAGR8WcJCYMhmUrC4EimkjA4kqkkDI5kKgmDI5nqBSYm/AwSk1P4mZb8nPs4deoECkuUXKk+kqmMGg3SEhOQmHQNRRou6Ui5sgQT3h2Ov85dLLxLBSf2B6Jfv4GIunKdK3ogzlNJGCGaTNq26ANys7Ikc5kVDZz2A2WX85gOaDQaCv55K504HcoVLXdvJNKmjevpfk4+V6qPNPlprChvYP3ag3hjhA9St0/H2CVJOHY/CQOda3/wkUxlAiz1exXbc30RdnAxGptzUUeovBQX4+Kh1hCcnJugZYsmPKI/Uk5l1BQj8Ntx+JfiTRzZU31DRQmJ+nsj38GOXYE4eDAEw328sXCJPwpL1byFnog9lYQRUpZHy8Z3IZlja1r04z46cfQ4pdwv5sFnczkqlBray2ncxBlcIdq7Y604atHHn83lin6YlKkUGXcpU6H7B2vU5F6i0d2bk7OLKzk3ciR7hxa0+ugtHnwWGprsN0IwkBWdibrKNaKS3Gzq5NSIZHYOdCn5Nlerj0mYSqPMoQM/zqb2jrbk+00IV00cjZpKS4qpqKiIigoLqVB4LlNpePDp5N67TR2bOJK1SyuKv53JVeEty0vo/cFdWG+1beevXK0+JpFTlWZfQ1RcMVxczVFUUspVE8dMBrm1DWxtbWFrZwc74dnS3IwHn05xYREKsgphbiEDaSpmqcwsLGDboB47LsjPYc/6YBKmsnF7A9/6B6BbMwuUq6SL2aysLH70eGQyGcwtzaERrviqfFrCyKVWqdihjY0te9YHk7r6MxP+US3lNvzsxePBgweYM2cOOnfujPPnz3P1jzg4OcC1jZPQw2cjLyOXqwKCoQqyFMKBFVq82kar6YFJmEqjzENcxEmkZBQjI+U3/Hb1Jsp57EVAqVRiy5Yt6NKlC7777js2JJaXP/kTsK7fCF179QWVKXD5agJXgdzsLEREJ6Jrn0Ho1vklruoBz62MmuJbp6lfEyuyq1ef6tnZUIf3FlJF+mnaHD16lHr27MmSawcHB1qyZAnl5uby6JPJSEulgb1eJ9eWL9PZ89GUmppKUyd9RM4tXqKY+FTeSj9MYkad1GXIy8mDCmKiSpBZ2cJRSDhNeWY3NjYWy5cvx65du9j5J598gi+++AKtW7dm5yKHDx9G48aNWQ/2OFTKEmxaswZJ6Q9gbWUJmwZumPbpRDg52PMWesKsJWE03L9/n7766iuytrZmvdOgQYMoLCyMR7VcuXKFxo0bx+Le3t6kVqt5pGaQTGUkCHkTbdiwgdzd3ZlZXnvtNdq7dy+PasnIyKC5c+eSlZUVa+Pj40MnT57k0ZpDMpURcOjQIerWrRszijCc0YoVK6igoIBHiUpLS2njxo1VDBcYGMjKW2oDyVR1mOjoaPL19WVGkclkNGPGDLp+/TqPahHyJhJyJtZGTNSXLl1KeXl5PPp0xN7vSUOjcPXI4vogmaoOkpaWRp999hkzivgYPnw4RURE8KiWqKgoGjly5KM2U6dO/YPhnkZiYiINGDCARo8ezQxUmZKSEpo2bRr17duX5WfVxbhNpVFTVNhpSr2RxgUtOZl36czZ01SirEYpZB0gPz+fvv/+ezbEiUbp1KkT7du3j0e13L59m2bOnMl6LrGNmDeFh4fzqO6cPXuWvd7FxYXKysq4qkWhUFDz5s1ZPDIykqu6Y9SmKlZkU+v6lvT+hM+5omXbqm+ED8SMouJvcqVuIw5Be/bsoY4dO7I/pLOzM61Zs6ZK3lRYWEj+/v7UtGlT1qZDhw4UHBzMo9VHfD8xV7t8+TJXqiJeUYpJvkql4oruGLWpNKoy2rklgE6HVh0aUhMu0g8BP1C2oogrdZf4+Hg2LSAaRXyIvZA4/FXmwIED5OXlxeJOTk60atWqKoara0g5VS0jmkoc7oYMGUIxMTFc1SLmUcOGDWNmsrS0pOnTp9OtW7rWTNUekqnqAMnJyVWuwm7evMkS74e916hRo+jSpUs8WvcxkYUPKvx7x1akpedCo1bDo5Mn3vEZzGM1BSFw9y6k3bkHS3k9jPXzg2vjBoKsRvCeQKTevAN3dw+MGePD2/+RnJwcbN26ld0UFstXxNsr8+fPh9Bb8RZGArPWs0hZQz34f432MZkOs8BhmlxF70FrUligxriffove6t2V3v3zeJZY7ti2hVxcncnvz9NIkVeTpcUa2rvrp0efxYKla7mspt3bAsjG0Y2CD57Tao9BvKwfOnQoe22TJk0oICCAVXUaI7oPf4cnP944lQw3Weu0GkOlLCXfvr0IMjml3M3mKpH/139jv8+ilZu4UjOk30imdnw6wKlZW4pPucP0pLho6vzm23TnGSbfsmULy5vEaQNjxqhv5CfFR+GX06HoM2A02jZpyFWgZ5+uECtr9+wJQVFJGVf//+QrFGjTsasw9I1C5p1rWL1qPdPFakpxWFaWPn1/gokTJ8Lf3x/NmjXjinGie051ZArMvDcLBz2wJiUMM9pqZVzzR892f0W4cCj0VNg0RCs/JCEhAbm5laoLnwM3Nze0atWKnwEhO9ZhxIfTMfLjWdi3dSVXgVspsejs1Q2wdEPclWg0c2vEI0BmZiZSUqpuSqEvdnZ28PDwgIWFBTtPuhiJ2XNXY87XM/Gp30gkZBTjXEQ0XK2LMWzCTPyydy9auziwtiYN66904dHw9+TH44a/hzdCDfEQyzkqs++f/kwf8VHVyU9xPwAnx3pkZWNHyTe0Q9BDxCHm9++r78PV1ZWysyuG3cQLEdS/jw89KFRR0MYVrE3/EWPpYkwk/enNgZSa8eziOVPg/95TrVu3jhWUGYL+/ftj7Nix/Aw4vHsjfPz+greHT8Gv+zeyEj2RGwnR+JNXL9g4eiDu8hk4NawoOouMjGSlt4bA3d0ds2fPZuW7ImJP9emMb/HP4H+jufAjB/XsgRMXEjFvwTxcvHwVazduRBsXR9bWpGHW0oU6mKhfvRBK5sLPfenlnqSstObtwqkDYrJIfX3GU3n17zLojdhTDegzlK7dyWLnvwb9i/0eDerbk2fPAZSWXXdnwQ2JUSfqbdt74d2B3ZCcFIYz0Ve4CgQFhkADOb788i+wqOb+As+DtbU11GqCjY12Rc+gUWMwdsRgKPILkJWfD5m43OcFwKhNZSm3xrptP2H8qKGYPuFjrN+wAcsW/R3nYlIQsP1nDOkjJOs1BiHk8CEhMQ9HyN6DWslMhq+/Xgh7SyCvoFAcFbS6iaNbTlUpb9IyGYdpE4bgCKaYeUPMtLT8Lt+qQcJOHEd6nkL4O8rQo0d/uLk24JGaghAeFo7ikmIhx3IUfofXH+mXYs6jQGWBLq97Qf6ErjM0NJTlZp6enlwxXkzkNo1xIy4CFReAirdmFi5ciKlTp6Jhw4p5N2PDqIc/U6F+/fpYsGABu5oUn7t3746dO3cK+dlz7hNVW4g9lTFzJeocfTRuLCXdvMcVsehNRSu/+ZKWrF5PtVP6rx/i8iuhp3q0/Eos5z1x4gSPGhCNihZ/M58WLvWv8vncSIql8e99RBfjkrmiH0ZvquPBP5OjvS2diqqopVaVKWnEm540ZPQEUhuTqzhiXfgHH3zAjCU+xOO4uDgefX40qlLy7t+Deg9+jyrvPhR5+gA1sHSkQ8eqriOsLkZvqnJlCWXcu8vPKsjLzaScXN1WldRVjh07Rv369WPGksvlNG/ePEpPT+fR5yMrK5uy86rOm4lLutJvZ5BS+XyTe0ZvKlNHLN4T8it65ZVXmLlatmzJ1viJa/3qKtLVn5Eg3pQXzIRly5YhPz8fvXv3Zkn9wIEDeQv9iDp7DMfPxUAmM4Pc2hFTPpkAOxtLHtUTZi0Jo0HcnWXSpEmP8i0/Pz+91uaJi0bmfTGdrcrZ/58jdObMKXqrhxe91Kk7hV9I4q206UVMZBjlKnTfrF8ylZEiLqF6WCkq5lvz589neynoyu7N69hr127ezRWia5cjyEbQPLr0pUK+ZjL5YhTJBW3Vj4HsXBckUxk5QUFBbNGpaBBxAejmzZufmW+VlRTRkF6dSWbrRBeSKqpMywrz6a32rQkySzpy+gLTFFn3acXiv1NcwjV2rguSqUwAcWXzypUrH61s7tq1K9tj4fcrjx+ScT2F2trJybZpG4q/9YCrImX04ag+7D02bfmFa9VHmlE3Aezt7TFr1ixERUWxWzxizZi3tzdWrVrFW1RFrVJDXa5he6QK3QpXRcwgM9dWsZaWFrFnfZBMZUKIpdYBAQGIiIiAr68vhGGRR6oit5bDroE1ykvKUK6stDeoRo2y4hLhwAyN3fT/jhrJVCaIMPwhODgYgwc/fu2jo0tjNPdojbLsdGTeesBVwVNl5chIewCZdSO079SOaRlpqRjl8zaOh8ewc12QTPUCIrOqhzHvfygcqRB4MEQrClyIOY//xqVixuez0LmtdkWPsrgIV2JjkZUrboWtG9Lk54sKabDJfzmWr96E0R9+jKbODbE/5CDadvLCisWLYC9/WPdFKCzIh62dPdvUXxckU5kM5Ui5GIt8skSr9h3Q0Fo3A+Tcu4Nz0b9Bo9HAvc2r8Or4Co88B6KpJIydYtq3YhK5WVuR3MKC3hiziO49Y2dFjUZN29evpqOnqi7Fv5kUS8uWLaG7D/RfTiblVCaBErDviaPXM7BzVl9EHz2JzPKnf1O3qkyJtUv+Af8N26p8MffF8LOYM2cuktIyuFJ9pOHPRCi6FIRhU1cjNSkJXWdvR9Df3uGRJ3M19jfYOTqjhXtzrgjvU5CDhMQUeHT0hI1cvxvLkqlMASHpzks5jx9/CcW9+OP4KUKJoEPH0L9d7Xz5kzT8mQK5cfh283608/REh5ddkZMSjUSF9ivWagPJVKZA/dYY0LQAU8aMwVfrovH593swzqtiqX9NIw1/JoS4ZREJ/YSFRe32FZKpJAyONPxJGBzJVBIGRzKVhMGRTCVhcCRTSRgcyVQSBkcylYSBAf4HBuGXyCtQcZMAAAAASUVORK5CYII=" data-filename="4.png" style="width: 149px;"><br></p></td></tr></tbody></table>	b	1	Chemical Bonding 	CHM-11-JEE-04
P002287	The relative stabilites of \(H_2,H_2^+ \)&nbsp;and \(H_2^-\) are in the order of&nbsp;	b	2	Chemical Bonding 	CHM-11-JEE-04
P002285	<p style="text-align: justify;"><span>Using \(MO\) theory predict which of the following species has the shortest bond length?&nbsp;</span>	d	2	Chemical Bonding 	CHM-11-JEE-04
